uid,question_id,correct,topic,difficulty,S_before,response_time_sec,rolling_accuracy,attempts,preference_match,resource_format,preferences,S_after,emp_diff,time_weight
syn_000,FUN-C40,0,funciones,Medium,"{'a': 0.75, 't': 0.5185, 'f': 1.0, 'd': 0.7487}",63,0.6,57,0,text,['examples'],"{'a': 0.525, 't': 0.5339, 'f': 1.0, 'd': 0.6393}",0.7833333333333333,0.8187307530779818
syn_000,FUN-07,0,funciones,Medium,"{'a': 0.525, 't': 0.5339, 'f': 1.0, 'd': 0.6393}",95,0.4,58,0,interactive,['examples'],"{'a': 0.3675, 't': 0.4487, 'f': 1.0, 'd': 0.5435}",0.85,0.9048374180359595
syn_000,EQL-02,1,ecuaciones,Easy,"{'a': 0.3675, 't': 0.4487, 'f': 1.0, 'd': 0.5435}",71,0.4,59,0,interactive,['examples'],"{'a': 0.5573, 't': 0.4611, 'f': 1.0, 'd': 0.6408}",0.7066666666666667,1.0
syn_001,POW-06,0,potencias,Medium,"{'a': 0.3771477537347119, 't': 0.2655866679031147, 'f': 0.30939480405166564, 'd': 0.10953480384453508}",86,0.5,0,1,text,"['text', 'video', 'formulas']","{'a': 0.264, 't': 0.2879, 'f': 0.3594, 'd': 0.2796}",0.5166666666666666,0.0027394448187683684
syn_001,POT-P93,1,potencias,Easy,"{'a': 0.264, 't': 0.2879, 'f': 0.3594, 'd': 0.2796}",71,0.0,1,0,interactive,"['text', 'video', 'formulas']","{'a': 0.4848, 't': 0.3485, 'f': 0.4094, 'd': 0.4021}",0.30333333333333334,0.0030275547453758127
syn_001,INE-02,0,inecuaciones,Easy,"{'a': 0.4848, 't': 0.3485, 'f': 0.4094, 'd': 0.4021}",57,0.5,2,0,interactive,"['text', 'video', 'formulas']","{'a': 0.3394, 't': 0.4329, 'f': 0.4594, 'd': 0.3463}",0.2533333333333333,0.003345965457471272
syn_001,ECU-P45,0,ecuaciones,Medium,"{'a': 0.3394, 't': 0.4329, 'f': 0.4594, 'd': 0.3463}",101,0.3333333333333333,3,0,interactive,"['text', 'video', 'formulas']","{'a': 0.2376, 't': 0.36, 'f': 0.5094, 'd': 0.2808}",0.42333333333333334,0.003697863716482929
syn_001,FRA-P45,0,fracciones,Medium,"{'a': 0.2376, 't': 0.36, 'f': 0.5094, 'd': 0.2808}",128,0.25,4,1,text,"['text', 'video', 'formulas']","{'a': 0.1663, 't': 0.252, 'f': 0.5594, 'd': 0.2236}",0.3933333333333333,0.004086771438464067
syn_001,FAC-P22,0,factorizacion,Hard,"{'a': 0.1663, 't': 0.252, 'f': 0.5594, 'd': 0.2236}",166,0.2,5,1,text,"['text', 'video', 'formulas']","{'a': 0.1164, 't': 0.1764, 'f': 0.6094, 'd': 0.1835}",0.6933333333333334,0.004516580942612666
syn_001,POW-02,0,potencias,Easy,"{'a': 0.1164, 't': 0.1764, 'f': 0.6094, 'd': 0.1835}",86,0.2,6,0,interactive,"['text', 'video', 'formulas']","{'a': 0.0815, 't': 0.2255, 'f': 0.6594, 'd': 0.1758}",0.33999999999999997,0.004991593906910213
syn_001,ECU-P12,0,ecuaciones,Hard,"{'a': 0.0815, 't': 0.2255, 'f': 0.6594, 'd': 0.1758}",168,0.0,7,1,text,"['text', 'video', 'formulas']","{'a': 0.057, 't': 0.1578, 'f': 0.7094, 'd': 0.1501}",0.77,0.0055165644207607716
syn_001,POW-01,1,potencias,Easy,"{'a': 0.057, 't': 0.1578, 'f': 0.7094, 'd': 0.1501}",83,0.0,8,0,interactive,"['text', 'video', 'formulas']","{'a': 0.3399, 't': 0.2215, 'f': 0.7594, 'd': 0.3042}",0.3466666666666667,0.006096746565515633
syn_001,INE-03,1,inecuaciones,Easy,"{'a': 0.3399, 't': 0.2215, 'f': 0.7594, 'd': 0.3042}",76,0.2,9,0,interactive,"['text', 'video', 'formulas']","{'a': 0.5379, 't': 0.287, 'f': 0.8094, 'd': 0.4164}",0.33999999999999997,0.006737946999085467
syn_001,POL-C33,0,polinomios,Medium,"{'a': 0.5379, 't': 0.287, 'f': 0.8094, 'd': 0.4164}",102,0.4,10,1,text,"['text', 'video', 'formulas']","{'a': 0.3765, 't': 0.2549, 'f': 0.8594, 'd': 0.3292}",0.44999999999999996,0.007446583070924338
syn_001,FRA-05,0,fracciones,Hard,"{'a': 0.3765, 't': 0.2549, 'f': 0.8594, 'd': 0.3292}",125,0.4,11,1,text,"['text', 'video', 'formulas']","{'a': 0.2636, 't': 0.1784, 'f': 0.9094, 'd': 0.2575}",0.7033333333333334,0.008229747049020023
syn_001,POL-P83,0,polinomios,Medium,"{'a': 0.2636, 't': 0.1784, 'f': 0.9094, 'd': 0.2575}",124,0.4,12,0,interactive,"['text', 'video', 'formulas']","{'a': 0.1845, 't': 0.1249, 'f': 0.9594, 'd': 0.2072}",0.5800000000000001,0.009095277101695816
syn_001,SYS-07,0,sistemas,Hard,"{'a': 0.1845, 't': 0.1249, 'f': 0.9594, 'd': 0.2072}",180,0.4,13,0,interactive,"['text', 'video', 'formulas']","{'a': 0.1291, 't': 0.0874, 'f': 1.0, 'd': 0.1721}",0.7566666666666666,0.010051835744633576
syn_001,FAC-05,0,factorizacion,Medium,"{'a': 0.1291, 't': 0.0874, 'f': 1.0, 'd': 0.1721}",147,0.2,14,0,interactive,"['text', 'video', 'formulas']","{'a': 0.0904, 't': 0.0612, 'f': 1.0, 'd': 0.1474}",0.6866666666666666,0.011108996538242306
syn_001,FAC-P53,1,factorizacion,Easy,"{'a': 0.0904, 't': 0.0612, 'f': 1.0, 'd': 0.1474}",93,0.0,15,0,interactive,"['text', 'video', 'formulas']","{'a': 0.3633, 't': 0.1238, 'f': 1.0, 'd': 0.2964}",0.5,0.012277339903068436
syn_001,FUN-P57,1,funciones,Hard,"{'a': 0.3633, 't': 0.1238, 'f': 1.0, 'd': 0.2964}",148,0.2,16,1,text,"['text', 'video', 'formulas']","{'a': 0.5543, 't': 0.0867, 'f': 1.0, 'd': 0.3845}",0.7733333333333333,0.013568559012200934
syn_001,INE-P15,0,inecuaciones,Hard,"{'a': 0.5543, 't': 0.0867, 'f': 1.0, 'd': 0.3845}",100,0.4,17,1,text,"['text', 'video', 'formulas']","{'a': 0.388, 't': 0.1207, 'f': 1.0, 'd': 0.3081}",0.8366666666666667,0.014995576820477703
syn_001,FRA-C51,0,fracciones,Medium,"{'a': 0.388, 't': 0.1207, 'f': 1.0, 'd': 0.3081}",113,0.4,18,1,text,"['text', 'video', 'formulas']","{'a': 0.2716, 't': 0.1055, 'f': 1.0, 'd': 0.2469}",0.7233333333333334,0.016572675401761237
syn_001,POL-P67,1,polinomios,Medium,"{'a': 0.2716, 't': 0.1055, 'f': 1.0, 'd': 0.2469}",125,0.4,19,0,interactive,"['text', 'video', 'formulas']","{'a': 0.4901, 't': 0.0738, 'f': 1.0, 'd': 0.3498}",0.7866666666666666,0.01831563888873418
syn_001,SIS-P18,0,sistemas,Medium,"{'a': 0.4901, 't': 0.0738, 'f': 1.0, 'd': 0.3498}",97,0.6,20,0,interactive,"['text', 'video', 'formulas']","{'a': 0.3431, 't': 0.1207, 'f': 1.0, 'd': 0.2857}",0.78,0.02024191144580438
syn_001,POL-C64,1,polinomios,Medium,"{'a': 0.3431, 't': 0.1207, 'f': 1.0, 'd': 0.2857}",95,0.4,21,1,text,"['text', 'video', 'formulas']","{'a': 0.5402, 't': 0.1595, 'f': 1.0, 'd': 0.392}",0.77,0.02237077185616559
syn_001,POL-P32,0,polinomios,Hard,"{'a': 0.5402, 't': 0.1595, 'f': 1.0, 'd': 0.392}",99,0.4,22,0,interactive,"['text', 'video', 'formulas']","{'a': 0.3781, 't': 0.1746, 'f': 1.0, 'd': 0.314}",0.8666666666666667,0.024723526470339388
syn_001,POL-P56,1,polinomios,Easy,"{'a': 0.3781, 't': 0.1746, 'f': 1.0, 'd': 0.314}",64,0.4,23,1,text,"['text', 'video', 'formulas']","{'a': 0.5647, 't': 0.2902, 'f': 1.0, 'd': 0.4304}",0.6366666666666667,0.02732372244729256
syn_001,FAC-P57,1,factorizacion,Easy,"{'a': 0.5647, 't': 0.2902, 'f': 1.0, 'd': 0.4304}",58,0.6,24,0,interactive,"['text', 'video', 'formulas']","{'a': 0.6953, 't': 0.3891, 'f': 1.0, 'd': 0.5155}",0.6066666666666667,0.0301973834223185
syn_001,INE-68,0,inecuaciones,Hard,"{'a': 0.6953, 't': 0.3891, 'f': 1.0, 'd': 0.5155}",97,0.6,25,1,text,"['text', 'video', 'formulas']","{'a': 0.4867, 't': 0.3414, 'f': 1.0, 'd': 0.4016}",0.8133333333333334,0.033373269960326066
syn_001,FRA-C85,0,fracciones,Medium,"{'a': 0.4867, 't': 0.3414, 'f': 1.0, 'd': 0.4016}",104,0.6,26,1,text,"['text', 'video', 'formulas']","{'a': 0.3407, 't': 0.287, 'f': 1.0, 'd': 0.3177}",0.7766666666666666,0.036883167401239994
syn_001,ECU-P94,0,ecuaciones,Hard,"{'a': 0.3407, 't': 0.287, 'f': 1.0, 'd': 0.3177}",113,0.4,27,1,text,"['text', 'video', 'formulas']","{'a': 0.2385, 't': 0.2219, 'f': 1.0, 'd': 0.2536}",0.8466666666666667,0.04076220397836621
syn_001,FUN-P66,0,funciones,Medium,"{'a': 0.2385, 't': 0.2219, 'f': 1.0, 'd': 0.2536}",122,0.4,28,0,interactive,"['text', 'video', 'formulas']","{'a': 0.1669, 't': 0.1553, 'f': 1.0, 'd': 0.2045}",0.79,0.0450492023935578
syn_001,POW-05,0,potencias,Medium,"{'a': 0.1669, 't': 0.1553, 'f': 1.0, 'd': 0.2045}",124,0.2,29,1,text,"['text', 'video', 'formulas']","{'a': 0.1168, 't': 0.1087, 'f': 1.0, 'd': 0.1702}",0.77,0.049787068367863944
syn_001,FUN-P55,0,funciones,Easy,"{'a': 0.1168, 't': 0.1087, 'f': 1.0, 'd': 0.1702}",70,0.0,30,0,interactive,"['text', 'video', 'formulas']","{'a': 0.0818, 't': 0.2261, 'f': 1.0, 'd': 0.1761}",0.6566666666666667,0.05502322005640721
syn_001,SIS-C62,0,sistemas,Medium,"{'a': 0.0818, 't': 0.2261, 'f': 1.0, 'd': 0.1761}",136,0.0,31,1,text,"['text', 'video', 'formulas']","{'a': 0.0573, 't': 0.1583, 'f': 1.0, 'd': 0.1503}",0.7666666666666666,0.06081006262521795
syn_001,SYS-01,1,sistemas,Easy,"{'a': 0.0573, 't': 0.1583, 'f': 1.0, 'd': 0.1503}",90,0.0,32,1,text,"['text', 'video', 'formulas']","{'a': 0.3401, 't': 0.2008, 'f': 1.0, 'd': 0.3002}",0.5900000000000001,0.06720551273974976
syn_001,POT-P49,0,potencias,Medium,"{'a': 0.3401, 't': 0.2008, 'f': 1.0, 'd': 0.3002}",110,0.2,33,0,interactive,"['text', 'video', 'formulas']","{'a': 0.2381, 't': 0.1706, 'f': 1.0, 'd': 0.2431}",0.7366666666666667,0.07427357821433388
syn_001,POL-03,0,polinomios,Easy,"{'a': 0.2381, 't': 0.1706, 'f': 1.0, 'd': 0.2431}",89,0.2,34,1,text,"['text', 'video', 'formulas']","{'a': 0.1667, 't': 0.2124, 'f': 1.0, 'd': 0.2158}",0.5466666666666666,0.0820849986238988
syn_001,FUN-04,0,funciones,Medium,"{'a': 0.1667, 't': 0.2124, 'f': 1.0, 'd': 0.2158}",134,0.2,35,1,text,"['text', 'video', 'formulas']","{'a': 0.1167, 't': 0.1487, 'f': 1.0, 'd': 0.1781}",0.62,0.09071795328941247
syn_001,EQL-06,1,ecuaciones,Medium,"{'a': 0.1167, 't': 0.1487, 'f': 1.0, 'd': 0.1781}",104,0.2,36,1,text,"['text', 'video', 'formulas']","{'a': 0.3817, 't': 0.1521, 'f': 1.0, 'd': 0.3113}",0.6766666666666667,0.1002588437228037
